reagentMWP,A,2,SlideAdapter2,-13.35,-50.35
17061E09131DF3000,-8.052,-28.544,SlideAdapter2,-13.35,-45.85
reagentMWP,A,2,SlideAdapter2,-13.35,-45.85
17061E09131DF3000,-7.932,-27.995,SlideAdapter2,-13.35,-41.35
reagentMWP,A,2,SlideAdapter2,-13.35,-41.35
17061E09131DF3000,-7.748,15.019,SlideAdapter2,-13.35,-36.85
reagentMWP,A,2,SlideAdapter2,-13.35,-36.85
17061E09131DF3000,-7.684,7.804,SlideAdapter2,-8.85,-50.35
reagentMWP,A,2,SlideAdapter2,-8.85,-50.35
17061E09131DF3000,-7.586,5.297,SlideAdapter2,-8.85,-45.85
reagentMWP,A,2,SlideAdapter2,-8.85,-45.85
17061E09131DF3000,-7.324,-33.876,SlideAdapter2,-8.85,-41.35
reagentMWP,A,2,SlideAdapter2,-8.85,-41.35
17061E09131DF3000,-7.320,-27.811,SlideAdapter2,-8.85,-36.85
reagentMWP,A,2,SlideAdapter2,-8.85,-36.85
17061E09131DF3000,-7.098,-23.706,SlideAdapter2,-4.35,-50.35
reagentMWP,A,2,SlideAdapter2,-4.35,-50.35
17061E09131DF3000,-7.018,2.341,SlideAdapter2,-4.35,-45.85
reagentMWP,A,2,SlideAdapter2,-4.35,-45.85
17061E09131DF3000,-6.847,-10.136,SlideAdapter2,-4.35,-41.35
reagentMWP,A,2,SlideAdapter2,-4.35,-41.35
17061E09131DF3000,-6.759,-12.410,SlideAdapter2,-4.35,-36.85
reagentMWP,A,2,SlideAdapter2,-4.35,-36.85
17061E09131DF3000,-5.891,26.898,SlideAdapter2,0.15,-50.35
reagentMWP,A,2,SlideAdapter2,0.15,-50.35
17061E09131DF3000,-5.890,35.903,SlideAdapter2,0.15,-45.85
reagentMWP,A,2,SlideAdapter2,0.15,-45.85
17061E09131DF3000,-5.547,-31.217,SlideAdapter2,0.15,-41.35
reagentMWP,A,2,SlideAdapter2,0.15,-41.35
17061E09131DF3000,-4.481,-14.312,SlideAdapter2,0.15,-36.85
reagentMWP,A,2,SlideAdapter2,0.15,-36.85
17061E09131DF3000,-4.171,14.186,SlideAdapter2,4.65,-50.35
reagentMWP,A,2,SlideAdapter2,4.65,-50.35
17061E09131DF3000,-3.795,18.866,SlideAdapter2,4.65,-45.85
reagentMWP,A,2,SlideAdapter2,4.65,-45.85
17061E09131DF3000,-3.690,30.975,SlideAdapter2,4.65,-41.35
reagentMWP,A,2,SlideAdapter2,4.65,-41.35
17061E09131DF3000,-3.606,-3.404,SlideAdapter2,4.65,-36.85
reagentMWP,A,2,SlideAdapter2,4.65,-36.85
17061E09131DF3000,-3.349,-16.764,SlideAdapter2,9.15,-50.35
reagentMWP,A,2,SlideAdapter2,9.15,-50.35
17061E09131DF3000,-3.333,10.328,SlideAdapter2,9.15,-45.85
reagentMWP,A,2,SlideAdapter2,9.15,-45.85
17061E09131DF3000,-3.292,-2.059,SlideAdapter2,9.15,-41.35
reagentMWP,A,2,SlideAdapter2,9.15,-41.35
17061E09131DF3000,-3.224,-25.337,SlideAdapter2,9.15,-36.85
reagentMWP,A,2,SlideAdapter2,9.15,-36.85
17061E09131DF3000,-3.154,-10.494,SlideAdapter2,13.65,-50.35
reagentMWP,A,2,SlideAdapter2,13.65,-50.35
17061E09131DF3000,-2.904,13.525,SlideAdapter2,13.65,-45.85
reagentMWP,A,2,SlideAdapter2,13.65,-45.85
17061E09131DF3000,-2.890,-10.495,SlideAdapter2,13.65,-41.35
reagentMWP,A,2,SlideAdapter2,13.65,-41.35
17061E09131DF3000,-2.711,-16.125,SlideAdapter2,13.65,-36.85
reagentMWP,A,2,SlideAdapter2,13.65,-36.85
17061E09131DF3000,-2.520,6.908,SlideAdapter2,18.15,-50.35
reagentMWP,A,2,SlideAdapter2,18.15,-50.35
17061E09131DF3000,-2.504,-35.373,SlideAdapter2,18.15,-45.85
reagentMWP,A,2,SlideAdapter2,18.15,-45.85
17061E09131DF3000,-2.495,-35.102,SlideAdapter2,18.15,-41.35
reagentMWP,A,2,SlideAdapter2,18.15,-41.35
17061E09131DF3000,-2.449,-36.118,SlideAdapter2,18.15,-36.85
reagentMWP,A,2,SlideAdapter2,18.15,-36.85
17061E09131DF3000,-2.249,-10.587,SlideAdapter2,22.65,-50.35
reagentMWP,A,2,SlideAdapter2,22.65,-50.35
17061E09131DF3000,-2.168,-11.233,SlideAdapter2,22.65,-45.85
reagentMWP,A,2,SlideAdapter2,22.65,-45.85
17061E09131DF3000,-2.071,25.445,SlideAdapter2,22.65,-41.35
reagentMWP,A,2,SlideAdapter2,22.65,-41.35
17061E09131DF3000,-1.866,28.780,SlideAdapter2,22.65,-36.85
reagentMWP,A,2,SlideAdapter2,22.65,-36.85
17061E09131DF3000,-1.801,6.808,SlideAdapter2,-26.85,-22.05
reagentMWP,A,2,SlideAdapter2,-26.85,-22.05
17061E09131DF3000,-1.779,-10.147,SlideAdapter2,-26.85,-17.55
reagentMWP,A,2,SlideAdapter2,-26.85,-17.55
17061E09131DF3000,-1.548,-31.178,SlideAdapter2,-26.85,-13.05
reagentMWP,A,2,SlideAdapter2,-26.85,-13.05
17061E09131DF3000,-0.974,37.087,SlideAdapter2,-26.85,-8.55
reagentMWP,A,2,SlideAdapter2,-26.85,-8.55
17061E09131DF3000,-0.883,10.512,SlideAdapter2,-22.35,-22.05
reagentMWP,A,2,SlideAdapter2,-22.35,-22.05
17061E09131DF3000,-0.592,-24.561,SlideAdapter2,-22.35,-17.55
reagentMWP,A,2,SlideAdapter2,-22.35,-17.55
17061E09131DF3000,-0.489,-23.613,SlideAdapter2,-22.35,-13.05
reagentMWP,A,2,SlideAdapter2,-22.35,-13.05
17061E09131DF3000,-0.060,10.670,SlideAdapter2,-22.35,-8.55
reagentMWP,A,2,SlideAdapter2,-22.35,-8.55
17061E09131DF3000,0.127,-36.501,SlideAdapter2,-17.85,-22.05
reagentMWP,A,2,SlideAdapter2,-17.85,-22.05
17061E09131DF3000,0.389,-18.553,SlideAdapter2,-17.85,-17.55
reagentMWP,A,2,SlideAdapter2,-17.85,-17.55
17061E09131DF3000,0.521,-18.072,SlideAdapter2,-17.85,-13.05
reagentMWP,A,2,SlideAdapter2,-17.85,-13.05
17061E09131DF3000,0.813,5.164,SlideAdapter2,-17.85,-8.55
reagentMWP,A,2,SlideAdapter2,-17.85,-8.55
17061E09131DF3000,1.150,6.073,SlideAdapter2,-13.35,-22.05
reagentMWP,A,2,SlideAdapter2,-13.35,-22.05
17061E09131DF3000,1.169,18.747,SlideAdapter2,-13.35,-17.55
reagentMWP,A,2,SlideAdapter2,-13.35,-17.55
17061E09131DF3000,2.380,-16.585,SlideAdapter2,-13.35,-13.05
reagentMWP,A,2,SlideAdapter2,-13.35,-13.05
17061E09131DF3000,2.459,-20.733,SlideAdapter2,-13.35,-8.55
reagentMWP,A,2,SlideAdapter2,-13.35,-8.55
17061E09131DF3000,2.543,-5.365,SlideAdapter2,-8.85,-22.05
reagentMWP,A,2,SlideAdapter2,-8.85,-22.05
17061E09131DF3000,2.833,7.780,SlideAdapter2,-8.85,-17.55
